Emotion,Sentence
Fearful,সোমবার দুপুরে হঠাৎই প্রেসক্লাবে হাজির হন হেফাজতের কেন্দ্রীয় ও স্থানীয় কিছু নেতা। হেফাজতে ইসলামের ডাকা হরতালে গত ২৮ মার্চ ব্রাহ্মণবাড়িয়া প্রেসক্লাবে হামলা চালিয়ে ভাঙচুর
Sad,ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদির ঢাকা সফরকে কেন্দ্র করে  ব্রাহ্মণবাড়িয়ায় ঘটে যাওয়া ঘটনার পেছনে তৃতীয় কোনো রাষ্ট্রের ইন্ধন রয়েছে বলে মনে করেন গণস্বাস্থ্য কেন্দ্রের প্রতিষ্ঠাতা
Fearful,খালেদা জিয়ার প্রেস সচিব মারুফ কামাল খান সোহেলকে তাঁর দায়িত্ব থেকে অব্যাহতি দেওয়া হয়েছে।
Happy,"আওয়ামী লীগের সাধারণ সম্পাদক ওবায়দুল কাদের বলেছেন, প্রধানমন্ত্রীর বক্তব্যে ধর্ম ব্যবসায়ীদের মুখোশ খুলে গেছে।"
Fearful,ওই দিন হামলা-অগ্নিসংযোগের ঘটনায় আরও চারটি মামলা হয়েছে।
Fearful,যাঁদের বড় অংশই সাধারণ মানুষ।
Fearful,এ–সংক্রান্ত একটি চিঠি আজ সোমবার দলের নয়াপল্টনের কেন্দ্রীয় কার্যালয় থেকে গুলশানে চেয়ারপারসনের দপ্তরে
Happy,"হেফাজত নেতার নৈতিক অবনমনের বিষয়ে প্রধানমন্ত্রী যে বক্তব্য দিয়েছেন, তা তথ্যনির্ভর"
Happy,"হেফাজত নেতার নৈতিক অবনমনের বিষয়ে প্রধানমন্ত্রী যে বক্তব্য দিয়েছেন, তা তথ্যনির্ভর"
Happy,"শিশুর দাঁতের ক্ষয়রোগ, প্রতিকার ও প্রতিরোধ"
Surprise,যেভাবে ১২ কেজি ওজন কমালেন পিয়া
Sad,নেই সমাপ্তি
Happy,পর্তুগাল ইউরোপের প্রাকৃতিক সংমিশ্রণ দেশ
Surprise,"জীবনের বিচক্ষণ ভ্রমণ, সঙ্গে তাজ্জব ঘটনা"
Happy,টিএলটির প্রতিষ্ঠাবার্ষিকী ও অ্যাওয়ার্ড সেলিব্রেশন অনুষ্ঠান সম্পন্ন
Surprise,এই গরমে পানিশূন্যতা দূর করবেন যেভাবে
Surprise,আজব পাগলামি
Fearful,"নিছক ফ্লু, করোনা, না অ্যালার্জি"
Happy,একটু ভালোবাসা
Fearful,ভালোবাসার ভয়
Surprise,স্বর্গীয় সৌন্দর্য চেরি ফুল
Happy,বিশেষ শিশুর ব্যায়াম
Surprise,সিডনিতে বাংলাদেশিদের স্বাধীনতার সুবর্ণজয়ন্তী উদ্‌যাপন
Fearful,থাকতে হবে সতর্ক ও সচেতন
Fearful,নতুন করোনা শনাক্তে ‘ট্রিপল জিন পিসিআর টেস্ট’
Happy,রমজানে ডায়াবেটিস ও অন্যান্য রোগ ব্যবস্থাপনা
Happy,"ভালোবাসা স্থান, কাল, পাত্রহীন"
Happy,"সুন্দর, স্বাস্থ্যকর বাংলাদেশ গড়ার প্রচারে যোগ দিই"
Happy,বাবার ঘ্রাণ
Surprise,অস্ট্রেলিয়ার ‘চুক-চ্যাট-হ্যাক’-এ উদ্ভাবনী আইডিয়ায় বাংলাদেশি শিক্ষার্থীর সাফল্য
Fearful,করোনা মোকাবিলায় সম্মিলিত প্রচেষ্টা
Surprise,"শিশুর স্বাভাবিক বিকাশ ও বৃদ্ধি যেমন গুরুত্বপূর্ণ, তেমনি তার দাঁতের স্বাভাবিক গঠন ও বিকাশও গুরুত্বপূর্ণ।"
Happy,৭ ফেব্রুয়ারি মা হয়েছেন অভিনেত্রী ও মডেল জান্নাতুল পিয়া।
Sad,সামিয়া যখন এসব ভাবছে তক্ষুনি পেটে একটা কিক খেল।
Surprise,"ইউরোপের মধ্যে পর্যটকদের আকর্ষণীয় একটি দেশ পর্তুগাল, অনেকটাই পর্যটকনির্ভরশীল দেশও বলা যেতে পারে।"
Surprise,ইতালির সুদূর দক্ষিণে ভূমধ্যসাগরের বৃহত্তম দ্বীপ সিসিলিতে একটি ভ্রমণ ছিল জীবনের এক অসাধারণ অভিজ্ঞতা।
